order_id,conv_num,cirle,pentagon,trapezoid,triangle,star,moon,heart,cross
0,1,3,0,0,0,1,1,0,0
1,3,0,2,0,0,0,0,0,2
14,2,2,0,0,0,0,0,0,0
4,2,0,2,0,3,0,0,1,0
3,4,0,0,0,3,0,1,0,0
12,1,0,0,0,0,3,0,0,0
2,2,0,0,0,0,1,0,1,2
5,2,0,1,0,3,0,3,0,0
8,3,3,0,0,3,0,0,0,0
13,3,0,0,0,0,0,0,2,0
11,3,0,0,2,2,0,0,0,0
9,4,0,0,3,3,0,1,0,0
6,1,0,0,0,2,3,0,0,0
7,4,0,0,0,0,0,2,1,0
10,4,0,0,0,0,0,0,2,0
