order_id,conv_num,cirle,pentagon,trapezoid,triangle,star,moon,heart,cross
5,3,0,1,0,1,0,0,0,0
2,2,0,0,0,0,2,2,0,0
4,2,0,0,0,0,1,0,0,0
10,1,0,0,0,3,0,1,0,2
3,4,0,0,1,0,0,0,0,0
7,4,0,0,0,3,0,0,0,0
6,3,0,2,0,3,0,0,3,0
11,2,0,0,0,0,0,3,3,3
9,1,0,0,2,2,0,0,0,0
0,4,0,3,0,0,0,0,0,0
1,3,0,0,0,0,0,3,0,0
8,1,0,0,0,3,0,0,3,0
